166	64	424	2002/07/12	11343.08
167	980	381	2003/11/14	25741.58
168	689	463	2003/08/04	25476.07
169	403	714	2004/04/23	36981.51
170	92	308	2002/01/13	39535.83
171	819	943	2002/02/09	36626.28
172	415	116	2003/07/05	14331.36
173	477	146	2004/07/06	27038.88
174	517	319	2004/09/17	14727.78
175	472	291	2002/08/16	38664.25
176	644	344	2000/10/13	23851.01
177	290	83	2004/01/30	24133.91
178	775	485	2001/06/27	17440.49
179	375	696	2002/01/25	31236.57
180	903	319	2003/09/24	30155.33
181	352	226	2002/05/16	35776.67
182	641	385	2003/12/01	22121.58
183	771	350	2002/04/10	36765.44
184	718	229	2000/10/03	11229.55
185	41	426	2003/06/03	19137.88
186	465	358	2004/03/13	18475.04
187	120	564	2002/07/31	32185.97
188	744	675	2003/07/28	33717.65
189	139	734	2001/04/18	23715.52
190	785	792	2001/06/10	21282.04
191	420	711	2004/08/25	19459.23
192	457	463	2004/05/29	32733.46
193	600	233	2001/09/23	13211.67
194	458	643	2002/11/16	31539.61
195	93	712	2002/06/12	24192.50
196	628	569	2000/09/29	15020.75
197	1	5	2001/02/24	33162.84
198	505	651	2003/10/13	26713.87
199	216	541	2002/05/18	36423.95
200	406	323	2002/12/15	20756.53
201	798	282	2001/02/04	25895.39
202	417	998	2001/01/19	12929.69
203	393	844	2004/05/01	12644.96
204	121	224	2004/05/18	34325.56
205	289	527	2001/05/30	19375.00
206	992	808	2002/06/25	36904.60
207	726	277	2003/07/28	13106.38
208	495	888	2002/09/05	19373.17
209	436	62	2002/01/02	21492.61
210	492	317	2002/10/11	10440.37
211	497	87	2001/06/26	23489.38
212	601	923	2001/10/06	28439.64
213	832	156	2002/12/31	16376.65
214	520	563	2000/09/02	25292.05
215	182	356	2003/08/27	14983.22
216	888	852	2004/03/15	22507.02
217	7	15	2004/10/11	24265.75
218	938	585	2004/02/21	21212.46
219	217	200	2002/06/19	31857.30
220	194	487	2001/12/14	10754.39
221	388	884	2004/04/27	21531.07
222	840	970	2001/03/02	24998.17
223	571	134	2003/01/04	20564.27
224	712	45	2000/11/11	25842.29
225	513	760	2001/07/10	12384.03
226	748	63	2001/03/11	33341.37
227	134	492	2002/11/09	29454.04
228	278	231	2002/04/15	35037.84
229	593	710	2001/10/10	18859.56
230	356	515	2000/11/20	37303.77
231	966	273	2002/07/19	13155.82
232	178	442	2002/12/23	22489.62
233	303	290	2004/04/14	10615.23
234	989	176	2004/05/18	11223.14
235	675	532	2000/11/05	20688.78
236	466	707	2001/01/31	12971.80
237	997	908	2003/02/01	21115.42
238	633	226	2001/11/05	33870.54
239	716	920	2003/09/10	31364.75
240	504	642	2001/07/10	32398.38
241	922	552	2002/09/25	21773.68
242	944	586	2003/03/12	34657.90
243	582	414	2002/08/25	37554.63
244	144	234	2004/03/02	15439.15
245	510	476	2000/09/09	10597.84
246	772	855	2001/05/08	22724.00
247	54	218	2001/07/04	28357.24
248	148	994	2001/01/23	15522.46
249	839	905	2000/12/12	36914.67
250	328	199	2003/10/31	21702.27
251	874	353	2001/05/25	23265.99
252	38	78	2002/12/30	37566.53
253	161	742	2003/12/05	18727.72
254	642	243	2004/02/04	27978.21
255	710	442	2001/07/24	19865.72
256	232	649	2004/02/25	28731.69
257	185	826	2002/02/14	34279.79
258	855	267	2004/11/06	25268.25
259	205	524	2001/03/12	34640.50
260	783	239	2003/03/01	37511.60
261	203	170	2001/09/11	14367.07
262	679	328	2004/06/25	13308.72
263	94	471	2003/12/09	10949.40
264	893	269	2003/03/16	26479.49
265	580	627	2004/03/04	26991.27
266	954	57	2004/01/03	23479.31
267	393	6	2001/04/25	13229.06
268	912	356	2001/03/06	39000.24
269	298	313	2002/12/05	20886.54
270	546	535	2002/11/03	19182.74
271	258	812	2003/03/17	31497.50
272	973	966	2003/03/03	25215.15
273	850	584	2003/08/05	39500.12
274	449	909	2001/12/05	13767.40
275	365	581	2001/07/17	25202.33
276	314	783	2004/12/25	27620.24
277	810	793	2000/12/26	11988.53
278	349	906	2002/12/27	33835.75
279	35	567	2000/09/01	10493.47
280	332	575	2002/04/14	31546.94
281	120	240	2002/04/10	12778.63
282	474	792	2000/06/03	20726.32
283	412	409	2003/09/19	39979.86
284	724	519	2005/06/09	30855.71
285	418	468	2001/07/31	36276.55
286	568	450	2003/08/16	17997.13
287	124	884	2003/06/09	29016.42
288	112	258	2002/12/17	34157.10
289	864	335	2001/04/29	28265.69
290	717	561	2002/06/25	17714.23
291	323	640	2002/10/24	27614.75
292	296	14	2003/02/15	21877.14
293	671	136	2004/06/14	30574.65
294	84	536	2002/02/10	23364.87
295	799	273	2003/09/18	22002.56
296	255	659	2002/07/07	29466.86
297	207	301	2004/01/02	10563.96
298	847	537	2000/09/19	32202.45
299	228	194	2000/11/18	14929.20
300	356	219	2000/11/06	37084.05
301	950	806	2004/05/03	12001.34
302	146	758	2002/03/13	14835.82
303	344	858	2002/04/23	38752.14
304	559	931	2003/12/14	21048.58
305	541	775	2001/12/19	18885.19
306	489	812	2005/11/05	14881.59
307	607	653	2002/03/17	10390.93
308	864	352	2004/06/05	27388.61
309	220	380	2004/02/10	18783.57
310	52	429	2001/07/11	26480.41
311	646	116	2001/11/25	12186.28
312	86	388	2001/02/06	22790.83
313	722	123	2001/06/05	17241.82
314	913	101	2004/03/14	12507.63
315	710	608	2001/05/12	37751.46
316	132	371	2003/08/03	13260.19
317	720	189	2001/06/26	39832.46
318	73	335	2003/02/04	21267.40
319	743	483	2003/10/12	26857.60
320	338	497	2002/12/21	35813.29
321	942	382	2003/04/26	23397.83
322	661	768	2005/04/29	14508.06
323	223	905	2004/05/08	38428.04
324	937	470	2002/12/03	33508.91
325	669	703	2004/09/25	23061.83
326	27	116	2003/04/08	24544.98
327	690	895	2003/01/02	35704.35
328	391	109	2004/04/07	29129.03
329	278	672	2003/07/16	36560.36
330	901	728	2000/11/10	13331.60
331	188	185	2002/03/20	32634.58
332	197	905	2005/03/15	37829.28
333	546	114	2004/03/22	22459.41
334	162	287	2004/07/06	21262.82
335	68	736	2003/03/29	15561.83
336	574	713	2002/03/30	14060.36
337	996	629	2002/10/18	13825.99
338	8	344	2003/03/06	38547.97
339	556	389	2001/08/01	29264.53
340	50	517	2003/11/03	23086.55
341	828	782	2000/12/14	33904.42
342	224	968	2002/10/25	36949.46
343	118	584	2002/04/27	21415.71
344	715	633	2001/06/18	32400.21
345	429	476	2002/07/04	15375.06
346	803	380	2003/11/05	14703.06
347	369	885	2002/09/29	14524.54
348	182	753	2003/08/28	23356.63
349	225	75	2002/07/18	29740.60
350	925	170	2002/09/26	12441.71
351	132	880	2000/05/25	19416.20
352	12	862	2004/02/08	28330.69
353	27	113	2004/10/03	38418.88
354	712	88	2003/12/24	12918.70
355	202	6	2001/11/02	19320.07
356	98	543	2002/11/15	13717.04
357	933	400	2003/07/19	12094.73
358	507	180	2003/04/11	12360.23
359	782	631	2003/12/26	38628.54
360	15	523	2002/08/27	24082.64
361	803	988	2001/08/29	19895.02
362	43	494	2004/10/20	26243.29
363	768	530	2003/08/16	25382.69
364	109	510	2003/11/09	27781.37
365	47	774	2002/03/31	24950.56
366	401	810	2001/01/28	17331.54
367	705	977	2003/09/29	11548.16
368	146	433	2001/02/13	29350.59
369	734	1	2001/03/03	37909.85
370	108	698	2000/10/19	18754.27
371	19	941	2003/07/23	10155.64
372	864	111	2003/03/15	38992.92
373	90	813	2000/10/10	34962.77
374	754	899	2004/05/10	19971.92
375	253	771	2003/05/27	23351.14
376	106	150	2002/05/10	14460.45
377	241	569	2001/08/14	21936.65
378	306	31	2001/12/29	38410.64
379	548	640	2001/02/10	10428.47
380	530	42	2002/08/14	25661.01
381	622	492	2002/07/25	11032.71
382	668	827	2003/04/25	34607.54
383	502	722	2001/05/25	39907.53
384	359	24	2004/01/19	37279.05
385	247	94	2002/06/03	21759.03
386	53	777	2003/05/07	33652.65
387	579	95	2004/07/10	24716.19
388	603	729	2004/06/16	39750.98
389	335	259	2000/09/09	22626.95
390	300	672	2004/03/25	20756.53
391	500	555	2001/04/01	14538.27
392	725	444	2003/01/08	13880.00
393	4	849	2004/11/25	15169.98
394	593	75	2004/03/31	33754.27
395	489	941	2003/09/14	24395.75
396	963	921	2003/07/22	39424.13
397	171	523	2002/03/25	26848.45
398	679	383	2005/01/12	20350.04
399	933	882	2001/05/25	13520.20
400	827	547	2002/03/23	32958.68
401	186	869	2000/10/18	34410.71
402	591	352	2003/12/07	32925.72
403	61	693	2003/01/05	13585.21
404	802	990	2004/01/18	25325.93
405	222	257	2000/12/09	34254.15
406	72	735	2002/04/30	28714.29
407	792	558	2002/02/12	30346.68
408	37	185	2003/11/17	13993.53
409	375	99	2003/12/22	11371.46
410	974	740	2001/07/26	28163.15
411	896	433	2001/10/06	17779.24
412	31	870	2003/10/04	30623.17
413	504	313	2000/11/25	23427.12
414	695	778	2002/09/24	19290.77
415	466	201	2001/05/06	28735.35
416	187	295	2001/07/06	29164.73
417	874	246	2001/11/24	31535.95
418	100	467	2003/05/30	30851.14
419	931	485	2000/03/23	31230.16
420	852	243	2003/08/10	24796.75
421	43	815	2004/03/02	24299.62
422	494	833	2003/03/22	32120.97
423	140	282	2001/03/11	34382.32
424	474	57	2003/06/11	29012.76
425	91	974	2001/11/27	36673.89
426	335	767	2001/09/07	22116.09
427	430	827	2002/08/28	13084.41
428	902	819	2001/05/04	31177.98
429	80	366	2005/03/30	10216.98
430	660	894	2000/03/30	26063.84
431	73	301	2001/07/30	35475.46
432	984	455	2002/02/01	21856.99
433	234	327	2001/08/07	26289.06
434	185	164	2001/08/24	31922.30
435	537	654	2003/10/20	22259.83
436	559	33	2004/09/25	38239.44
437	345	868	2003/08/03	18764.34
438	692	978	2001/05/21	34780.58
439	121	831	2005/06/27	21947.63
440	402	397	2001/07/07	16958.01
441	261	345	2003/02/10	37813.72
442	517	341	2003/10/23	11931.76
443	621	985	2003/06/19	11081.24
444	350	660	2001/06/24	34632.26
445	758	914	2005/02/16	21332.40
446	405	559	2004/06/26	26454.77
447	51	357	2004/06/13	13489.07
448	728	396	2003/09/12	31430.66
449	701	304	2001/05/22	25553.89
450	893	542	2002/11/01	12096.56
451	89	183	2004/04/02	27664.18
452	908	397	2002/08/24	17976.99
453	58	342	2002/04/05	21440.43
454	26	269	2002/03/16	37274.48
455	405	277	2002/09/06	16297.91
456	334	721	2003/06/09	10908.20
457	719	972	2002/01/10	28384.70
458	214	778	2001/09/08	31018.68
459	928	754	2002/07/03	17047.73
460	39	603	2004/04/01	37399.90
461	924	50	2002/12/09	21806.64
462	785	296	2002/06/24	38653.26
463	316	929	2005/05/17	28597.11
464	642	963	2001/05/28	23960.88
465	277	592	2001/12/26	26195.68
466	776	277	2003/01/02	20045.17
467	792	295	2004/10/18	31074.52
468	105	913	2003/10/01	29826.66
469	641	668	2002/07/11	10165.71
470	902	573	2001/03/07	18212.28
471	32	561	2001/03/15	34884.95
472	219	312	2003/03/31	10251.77
473	780	941	2003/10/22	25084.23
474	113	648	2002/06/14	11125.18
475	186	711	2004/05/04	37026.37
476	351	860	2001/04/27	20015.87
477	639	406	2004/09/19	23840.94
478	47	74	2004/05/31	34500.43
479	151	239	2000/10/21	18946.53
480	30	455	2002/01/24	12458.19
481	894	966	2003/12/25	11307.37
482	169	370	2003/04/29	38406.07
483	214	357	2002/09/03	15006.10
484	644	224	2005/01/25	24352.72
485	978	846	2000/05/04	23066.41
486	839	422	2000/04/09	35479.13
487	175	242	2001/07/06	25610.66
488	728	437	2003/09/13	21932.98
489	760	35	2003/03/22	13966.98
490	101	764	2003/07/08	33589.48
491	39	989	2003/05/11	14070.43
492	526	2	2001/04/04	18386.23
493	993	286	2003/09/03	23055.42
494	37	139	2003/09/02	10739.75
495	30	470	2004/10/25	31256.71
496	177	986	2003/05/27	38117.68
497	627	768	2002/03/22	36465.15
498	950	978	2003/10/07	25030.21
499	961	17	2000/09/27	17111.82
500	446	789	2003/10/10	28116.46
501	359	187	2000/11/07	34817.20
502	604	225	2001/10/11	27488.40
503	189	25	2005/03/04	13076.17
504	85	635	2003/01/21	11708.37
505	28	405	2004/08/20	36691.28
506	97	463	2004/02/06	10589.60
507	80	723	2003/07/09	34494.02
508	634	176	2001/02/19	15037.23
509	933	871	2003/03/17	24735.41
510	875	292	2002/06/18	30267.03
511	606	742	2003/08/27	37073.06
512	28	703	2004/02/09	31567.08
513	446	742	2001/12/22	15974.73
514	359	464	2001/11/17	14234.31
515	418	640	2003/10/27	36432.19
516	596	12	2001/02/16	34923.40
517	772	608	2004/02/02	12882.08
518	189	330	2000/07/21	34430.85
519	435	500	2003/09/04	34830.93
520	738	308	2001/03/20	35390.32
521	534	243	2000/07/18	36772.77
522	565	133	2004/10/04	26393.43
523	682	953	2005/08/01	24125.67
524	946	232	2004/12/31	10368.96
525	406	825	2002/08/27	10087.89
526	248	344	2002/01/06	23379.52
527	993	709	2001/12/30	19014.28
528	317	842	2003/06/08	34117.74
529	812	7	2001/12/31	19122.31
530	219	845	2003/01/10	38051.76
531	741	147	2001/08/27	29642.64
532	486	382	2002/08/19	17077.03
533	884	151	2004/03/21	33768.01
534	408	5	2004/08/17	29525.45
535	198	281	2001/03/12	17626.34
536	259	941	2004/04/14	10100.71
537	86	379	2004/02/15	35830.69
538	270	497	2003/12/25	18608.70
539	814	294	2002/09/22	14552.00
540	70	869	2000/12/04	33899.84
541	559	427	2003/03/25	22485.05
542	227	243	2000/11/14	39028.63
543	361	538	2001/11/29	27022.40
544	11	549	2003/02/07	29013.67
545	958	730	2003/07/20	26424.56
546	56	622	2002/02/27	17476.20
547	908	287	2002/10/04	27307.13
548	876	376	2004/12/04	26625.06
549	169	340	2004/02/06	39275.82
550	645	331	2001/08/24	20266.72
551	345	912	2002/11/05	13661.19
552	26	151	2002/12/19	25520.02
553	344	28	2002/01/10	39841.61
554	332	206	2004/11/13	29432.98
555	497	768	2002/04/08	19375.00
556	157	300	2000/08/29	35519.41
557	114	852	2002/09/03	13717.96
558	27	592	2001/12/14	16067.20
559	619	741	2002/04/02	24615.48
560	446	795	2003/01/09	12684.33
561	112	421	2001/12/29	15878.60
562	21	597	2003/08/02	13720.70
563	547	941	2003/04/05	10123.60
564	939	668	2003/11/15	26612.24
565	127	561	2003/01/06	12751.16
566	842	816	2001/10/13	29677.43
567	6	232	2001/04/17	16831.67
568	348	982	2002/08/28	25137.33
569	944	621	2001/12/08	35385.74
570	55	982	2002/09/05	36903.69
571	157	855	2001/03/24	30454.71
572	501	694	2003/03/24	16740.11
573	268	395	2004/08/29	20246.58
574	519	97	2002/11/25	34499.51
575	768	380	2002/09/03	35133.97
576	692	808	2002/06/17	35990.91
577	548	447	2004/02/02	19211.12
578	778	557	2002/06/04	29461.36
579	381	554	2003/05/13	25180.36
580	795	421	2003/01/16	22330.32
581	800	794	2005/04/10	35328.98
582	86	360	2002/07/29	17558.59
583	704	352	2001/12/29	18985.90
584	145	654	2004/04/05	27501.22
585	176	477	2004/02/27	15899.66
586	596	53	2001/06/14	26148.07
587	381	481	2003/04/11	14165.65
588	517	238	2002/10/16	11944.58
589	903	823	2003/04/08	39446.11
590	293	465	2004/01/30	26734.01
591	196	438	2001/01/22	17994.38
592	763	215	2001/02/06	35480.04
593	951	401	2000/12/29	28132.02
594	726	170	2002/09/01	20088.20
595	588	583	2001/01/16	32200.62
596	252	878	2003/07/13	12566.22
597	367	920	2001/02/08	12189.94
598	136	396	2000/05/19	11736.76
599	267	22	2000/09/15	36170.35
600	79	384	2003/11/26	17466.13
601	348	475	2001/06/14	37926.33
602	108	830	2003/10/09	30633.24
603	205	70	2002/06/28	27642.21
604	37	193	2003/04/12	39636.54
605	878	367	2003/03/28	25863.34
606	173	84	2003/01/29	28830.57
607	354	27	2003/08/29	14936.52
608	60	937	2004/09/17	24631.04
609	554	768	2002/06/24	20578.92
610	511	198	2004/11/09	24957.89
611	788	322	2004/03/27	19793.40
612	403	42	2003/04/27	30851.14
613	360	458	2002/10/18	28805.85
614	168	488	2003/07/08	29316.71
615	721	539	2005/05/15	14881.59
616	231	144	2001/09/20	17448.73
617	766	727	2002/08/18	37362.37
618	173	963	2000/08/20	23416.14
619	326	68	2001/01/08	35033.26
620	587	104	2003/06/11	23690.80
621	620	466	2001/08/21	37460.33
622	510	613	2000/07/24	11751.40
623	421	985	2004/01/11	26273.50
624	894	643	2002/02/22	15106.81
625	273	532	2002/12/16	16970.83
626	397	252	2003/12/13	28640.14
627	96	418	2002/07/15	31705.32
628	72	804	2001/04/29	36716.00
629	486	934	2001/05/22	17194.21
630	140	80	2002/10/30	27930.60
631	742	412	2004/08/22	38312.68
632	533	176	2002/03/12	38671.57
633	257	711	2002/11/24	35711.67
634	478	401	2001/10/17	18393.55
635	5	995	2005/01/14	23745.73
636	991	398	2001/08/14	14603.27
637	572	135	2003/09/02	21868.90
638	695	502	2004/02/29	12611.08
639	752	87	2001/05/18	37143.55
640	534	32	2002/05/20	28002.93
641	454	916	2001/12/02	16456.30
642	631	687	2003/09/16	32171.33
643	874	166	2001/04/20	13069.76
644	250	392	2004/03/21	16936.04
645	379	555	2002/03/26	22161.87
646	163	549	2002/06/12	36988.83
647	243	505	2002/11/12	22609.56
648	843	589	2004/10/24	32416.69
649	760	874	2002/07/29	16331.79
650	877	137	2001/10/23	21552.12
651	507	434	2002/07/22	30700.99
652	735	439	2002/12/09	20740.97
653	249	941	2004/01/15	22636.11
654	455	514	2003/05/26	25925.60
655	933	413	2000/05/13	13760.99
656	277	962	2003/07/21	15099.49
657	702	214	2003/11/29	23167.11
658	723	979	2001/06/24	34300.84
659	326	253	2003/03/13	16657.71
660	624	495	2005/01/14	26780.70
661	659	577	2002/04/03	17560.42
662	477	500	2003/05/14	18927.31
663	366	705	2004/03/23	13114.62
664	679	569	2002/12/17	21274.72
665	542	144	2000/05/04	10687.56
666	907	271	2004/03/15	12218.32
667	165	615	2001/11/07	18581.24
668	947	438	2002/08/20	19591.06
669	830	298	2003/12/22	25480.65
670	133	13	2002/01/08	14865.11
671	537	481	2004/10/20	19659.73
672	881	364	2001/07/02	20112.00
673	786	234	2001/07/21	12462.77
674	208	386	2001/12/18	12744.75
675	943	590	2000/10/10	19125.06
676	625	414	2003/10/30	21270.14
677	216	46	2004/08/21	22536.32
678	584	510	2003/03/07	30460.21
679	759	827	2003/06/24	30619.51
680	591	902	2004/01/13	20394.90
681	791	526	2002/06/14	34597.47
682	382	525	2003/07/30	14309.39
683	429	410	2003/01/26	22080.38
684	993	350	2002/03/04	29014.59
685	838	447	2002/11/23	14536.44
686	215	482	2004/11/22	12501.22
687	709	994	2002/05/31	31953.43
688	241	297	2004/06/08	39935.91
689	78	967	2001/03/16	17183.23
690	158	167	2002/05/12	25432.13
691	559	56	2003/10/26	37265.32
692	28	255	2002/07/30	16415.10
693	429	330	2004/03/03	37775.27
694	852	192	2002/08/21	23829.04
695	179	981	2001/08/03	37617.80
696	834	105	2003/07/09	18735.05
697	597	13	2003/12/24	24487.30
698	69	768	2004/05/17	17579.65
699	86	609	2001/04/03	24154.05
700	456	393	2002/08/21	28489.99
701	732	890	2003/07/22	28606.26
702	845	347	2001/01/29	13057.86
703	158	136	2002/07/11	27575.38
704	756	309	2003/03/01	35902.10
705	461	956	2003/08/17	33901.67
706	244	869	2001/07/17	11758.73
707	482	562	2005/05/27	34259.64
708	320	309	2003/10/26	10476.99
709	62	395	2002/04/30	11758.73
710	23	171	2001/02/13	38053.59
711	933	88	2003/02/20	24549.56
712	505	99	2000/11/10	20312.50
713	475	483	2004/11/05	13636.47
714	824	529	2003/05/01	18876.04
715	619	756	2002/11/06	12268.68
716	968	731	2001/08/16	30370.48
717	731	921	2003/01/31	37410.89
718	422	427	2001/04/16	13160.40
719	669	81	2002/05/02	39534.91
720	1	347	2003/03/25	35025.94
721	457	967	2003/02/03	19168.09
722	249	616	2002/03/09	13834.23
723	866	492	2003/04/13	35924.07
724	444	947	2003/04/10	25210.57
725	174	641	2003/05/14	17009.28
726	744	452	2004/03/17	30179.14
727	703	401	2003/08/08	36054.99
728	209	40	2004/11/07	25451.35
729	725	143	2001/07/29	38431.70
730	564	364	2001/08/09	33384.40
731	424	586	2002/02/24	34655.15
732	112	902	2003/02/23	31126.71
733	726	445	2001/11/14	27839.05
734	505	63	2001/06/08	23088.38
735	702	828	2002/12/04	33166.50
736	400	420	2004/02/07	21255.49
737	911	664	2003/06/07	35765.69
738	667	394	2001/01/29	37731.32
739	843	907	2003/06/18	36962.28
740	863	69	2001/12/02	27118.53
741	711	802	2000/06/22	36345.21
742	614	628	2003/09/21	36529.24
743	300	256	2004/01/11	17223.51
744	202	371	2002/06/17	12034.30
745	109	896	2002/02/01	14612.43
746	801	764	2001/03/31	15880.43
747	862	161	2004/04/13	16552.43
748	166	966	2003/09/16	22603.15
749	176	267	2002/02/15	30198.36
750	21	95	2004/06/09	18022.77
751	604	104	2001/10/17	22377.93
752	359	750	2002/06/21	36722.41
753	112	973	2004/04/12	38958.13
754	305	342	2004/09/11	34742.13
755	808	384	2004/01/12	27215.58
756	535	924	2003/01/12	28697.81
757	565	694	2000/10/10	19123.23
758	713	712	2001/04/02	33954.77
759	256	668	2002/05/14	19843.75
760	595	503	2002/09/25	36755.37
761	982	14	2001/10/03	33528.14
762	687	51	2001/08/16	21980.59
763	90	81	2002/11/05	26463.93
764	937	862	2001/06/16	33264.47
765	557	772	2002/10/21	24462.59
766	328	856	2001/04/18	39296.88
767	434	109	2000/12/03	35900.27
768	173	889	2004/06/17	12991.03
769	248	62	2002/12/28	22736.82
770	563	736	2002/06/05	32619.02
771	867	448	2003/01/21	17910.16
772	517	173	2000/05/27	39693.30
773	554	971	2002/03/21	27498.47
774	575	113	2003/09/21	11084.90
775	37	540	2000/12/12	18653.56
776	186	15	2002/06/14	36364.44
777	971	271	2000/12/28	28379.21
